Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts h2o2 Replicate 1	Raw Counts h2o2 Replicate 2	Normalized Counts h2o2 Replicate 1	Normalized Counts h2o2 Replicate 2	RPKM h2o2	Expression h2o2	Raw Counts expon Replicate 1	Raw Counts expon Replicate 2	Normalized Counts expon Replicate 1	Normalized Counts expon Replicate 2	RPKM expon	Expression expon	Raw Counts stat Replicate 1	Raw Counts stat Replicate 2	Raw Counts stat Replicate 3	Normalized Counts stat Replicate 1	Normalized Counts stat Replicate 2	Normalized Counts stat Replicate 3	RPKM stat	Expression stat	pValue h2o2 vs expon	qValue h2o2 vs expon	pValue h2o2 vs stat	qValue h2o2 vs stat	pValue expon vs stat	qValue expon vs stat
	451531	451340		-	SSO6024	SSO6024	SSV1 virus orf B-129 fragment homolog	28	15	795	598	2	3	9	11	208	348	1	1	17	24	7	1106	1180	483	2	4	7.286428310068366E-10	1.0	0.6428727093891465	1.0	1.2057714991486199E-17	1.0
451779	451779	452717	452717	+	SSO0524	SSO0524	Transposase ISC1234	696	503	19324	19928	16	20	754	979	16632	29326	25	24	435	902	465	26930	43351	31424	15	36	0.09881522793113666	1.0	0.7100089352393396	1.0	0.0015778434194017334	1.0
	454795	455271		+	SSO0525	SSO0525	First ORF in a partial transposon ISC1439	55	49	1539	1970	2	3	36	19	794	573	1	1	50	65	45	3116	3134	3043	2	6	1.689943863143948E-11	1.0	0.16013213654607086	1.0	2.7391491239532543E-40	1.0
	455268	455459		+	SSO6050	SSO6050	Second ORF in a partial transposon ISC1439	12	13	338	514	1	2	16	19	364	572	2	2	10	17	13	628	833	891	1	4	0.524608196092945	1.0	0.04252383958480225	1.0	9.135151565115603E-4	1.0
456133	456133	456918	456918	+	SSO0526	SSO0526	hypothetical protein	1965	1503	54572	59455	56	72	1866	1549	41154	46397	60	55	3308	4336	3524	204797	208224	237812	114	276	0.001575279473926931	1.0	1.466715006534516E-5	4.6685928582228516E-5	7.440579908105515E-60	3.4883321165560947E-59
456927	456948	458195		+	SSO0527	SSO0527	phosphoglycerate kinase	3277	2881	90982	113959	62	82	5541	3402	122190	101897	99	89	1414	1826	1327	87534	87691	89570	29	70	0.1547746208317798	0.508256863675329	0.006586383623460704	0.01766013111096742	0.09086040137238775	0.17800404623803845
	458188	459210		+	SSO0528	SSO0528	glyceraldehyde-3-phosphate dehydrogenase	3142	3840	87233	151876	86	116	5732	2835	126391	84916	116	103	800	1055	728	49545	50663	49120	20	48	0.02487258701638543	0.11108803928552058	4.3748204203151333E-14	1.901417738078493E-13	6.769328771986686E-9	1.731546464025847E-8
	459207	459617	459676	+	SSO0529	SSO0529	hypothetical protein	1103	894	30638	35358	61	80	1720	960	37939	28777	90	81	222	324	199	13781	15558	13437	14	34	0.04431907402511699	0.18201223936700422	1.6168603798758668E-15	7.221357765500105E-15	4.535603788862033E-13	1.3097712982121995E-12
460911	460911	459610	459509	-	SSO0530	SSO0530	serine hydroxymethyltransferase	11329	7517	314490	297307	184	234	22166	14498	488729	434214	390	354	1519	1652	1422	94062	79348	95975	28	68	0.7390454814359324	1.0	3.0840056765499227E-24	1.6327397399829778E-23	2.01848309085449E-61	9.578563813765286E-61
	462184	460955	460955	-	SSO0531	SSO0531	3 hydroxy 3 methylglutaryl coenzyme a reductase	1096	751	30434	29706	19	24	4025	2516	88758	75363	73	66	218	336	146	13524	16172	9878	4	10	0.008218371050601124	0.0426396484675355	9.860486929911675E-15	1.0	3.4957117802997326E-145	2.20286452875973E-144
	462582	462181		-	SSO0532	SSO0532	hypothetical protein	901	372	25025	14743	40	49	2482	1628	54735	48777	141	128	139	171	93	8662	8216	6331	8	19	0.01659357647342088	0.07802991474585982	6.745285313982035E-17	1.0	1.013111058722232E-148	6.423247914057653E-148
	463667	462588	462588	-	SSO0534	SSO0534	Acetyl-CoA c-acetyltransferase (acetoacetyl-CoA	1999	982	55490	38854	35	43	10224	6896	225436	206550	219	199	576	752	367	35672	36147	24791	12	29	6.086493496093825E-9	1.3067071898855228E-7	1.1732434864855252E-4	1.0	2.925394765245721E-132	1.7926680913799076E-131
464719	464719	463667		-	SSO0535	SSO0535	hypothetical protein	9287	2876	257797	113770	147	176	20471	17595	451359	526966	501	464	1011	1335	788	62634	64142	53206	23	56	0.0707165751032489	0.2668372100562592	1.0925697626799005E-22	5.64978350701417E-22	1.6239149170806364E-211	1.1674935650974644E-210
465237	465232	464828	464828	-	SSO0536	SSO0536	S-adenosylmethionine decarboxylase proenzyme	44590	15144	1237787	598996	1879	2267	48402	47041	1067179	1408838	3267	3056	1237	1718	1260	76592	82492	85039	83	200	0.495300676371196	1.0	0.0	0.0	0.0	0.0
465344	465344	466165	466165	+	SSO0537	SSO0537	hypothetical protein	2849	1192	79086	47177	62	76	7884	6064	173833	181622	235	216	467	506	433	28930	24317	29277	13	33	0.01085937929677393	0.05400199321223203	2.288771979053807E-13	9.841087252478593E-13	6.893288764520294E-139	4.274662933058103E-138
466963	466963	466421	466421	-	SSO0538	SSO0538	hypothetical protein	312	105	8662	4185	9	11	140	143	3096	4298	7	6	57	123	48	3564	5939	3299	3	7	1.1966559385418745E-6	1.0	4.5658786307519784E-4	1.0	0.22748459104724797	1.0
467478	467478	467074	467074	-	SSO0539	SSO0539	hypothetical protein	412	189	11454	7483	18	23	90	113	1986	3408	6	6	71	154	56	4410	7394	3783	5	12	5.763892827124493E-32	1.0	8.247988106212845E-7	1.0	2.870575090564141E-6	1.0
468256	468256	467825	467537	-	SSO0540	SSO0540	hypothetical protein	1673	1655	46448	65490	97	129	828	721	18277	21611	49	46	3528	5315	2676	218385	255218	180544	214	504	3.535296404141122E-24	2.501222205929844E-22	7.195643527704196E-6	2.3284863099525118E-5	0.0	0.0
468426	468426	468259	468257	-	NA	NA	Novel protein	1050	782	29169	30942	138	178	572	521	12628	15618	90	84	1479	1916	1130	91606	92011	76236	216	515	3.4934503405664996E-11	1.0558360106974286E-9	0.005077304544970475	0.013720181465705807	6.77271889516054E-122	4.062326381625195E-121
470914	470914	471864	471864	+	SSO0541	SSO0541	Transposase ISC1173	240	152	6670	6030	5	6	139	126	3069	3801	3	3	548	878	508	33967	42169	34301	16	38	1.1294644483928332E-7	1.0	3.006202115423037E-19	1.0	0.0	1.0
	474277	473189		-	SSO0543	SSO0543	hypothetical protein	107	55	2981	2198	1	2	187	118	4135	3563	3	3	31	54	19	1954	2608	1303	0	1	0.8867129426653384	1.0	0.012406972547132893	1.0	1.7552874929832517E-4	1.0
475011	475011	474274		-	SSO0544	SSO0544	hypothetical protein	221	184	6138	7312	6	9	638	488	14073	14622	21	19	141	189	102	8737	9106	6887	4	11	0.17075515450125137	1.0	0.2503558621523404	1.0	7.555802332380911E-5	1.0
475874	475874	475014	475014	-	SSO0545	SSO0545	hypothetical protein	280	354	7780	14023	9	12	1052	877	23202	26274	31	28	296	414	240	18340	19901	16216	8	21	0.12498570096816887	1.0	0.9768597312607261	1.0	0.024078886616184344	1.0
477077	477077	478162	478169	+	SSO0546	SSO0546	Coenzyme PQQ synthesis protein E (pqqE-1)	1350	1434	37480	56716	32	43	2556	1464	56360	43868	51	46	1348	1891	1174	83446	90801	79217	32	77	0.13149464498464813	1.0	0.655119678054078	1.0	0.0027878254770655284	0.0059198504161698424
478181	478181	479362	479362	+	SSO0548	SSO0548	Multidrug resistance related protein	600	525	16665	20773	12	15	1406	942	31016	28235	27	25	326	503	310	20237	24174	20941	7	18	0.9926341945351405	1.0	0.1336900741250767	1.0	0.022686027963939544	1.0
480397	480397	480546	480614	+	NA	NA	Novel protein	388	275	10784	10877	56	72	182	215	4027	6451	36	34	1118	1360	1111	69216	65317	75018	192	465	5.818688578140874E-10	1.0	3.748262705246223E-23	1.9544961141426285E-22	0.0	0.0
482355	482103	481138	481138	-	SSO0549	SSO0549	Transposase ISC1439	14888	9949	413280	393492	327	417	6685	5886	147395	176287	180	167	11485	17386	12000	710975	834765	809653	340	812	1.20940414754793E-9	3.137395926097255E-8	0.911377370371491	1.0	7.507803564623135E-41	3.0235177874090324E-40
482449	482449	483393		+	SSO0550	SSO0550	hypothetical protein	2609	1101	72422	43569	50	61	4108	3132	90575	93828	106	97	244	303	211	15118	14573	14278	6	15	0.8787235348073282	1.0	4.297217111030242E-54	1.0	2.6186764757864875E-152	1.6704794813777327E-151
484790	484790	484290	484196	-	SSO0551	SSO0551	hypothetical protein	2940	2099	81619	83029	127	164	1954	1587	43096	47553	98	90	2822	3341	2562	174726	160445	172861	140	338	1.1052581560956521E-6	1.509065192949897E-5	0.34627120254511506	0.7564507042266269	4.8933962931465865E-29	1.76105695497865E-28
485101			484944	-	-	predicted RNA	-	37939	10374	1053158	410334	3898	4631	11243	14363	247903	430170	2246	2145	215	299	272	13322	14373	18406	40	97	9.129648177490961E-5	8.458840579379663E-4	0.0	0.0	0.0	0.0
486104	486104	488752	488759	+	SSO0552	SSO0552	DNA polymerase I	4789	6712	132944	265493	55	75	9497	6141	209408	183932	81	74	5919	7422	5829	366394	356393	393271	58	140	0.05326047496996331	0.21248376778204842	0.4352280187369028	0.9267201247113395	1.1059376915487344E-4	2.471488897193977E-4
	489288	488848	488481	-	SSO0553	SSO0553	hypothetical protein	1745	2596	48454	102706	124	171	7894	4371	174061	130935	385	345	2451	2849	1959	151752	136819	132214	132	318	0.37463781968072657	0.9917070856004266	0.5986639588258695	1.0	0.6155330740674464	1.0
489771	489770	489285		-	SSO0554	SSO0554	Ribosomal protein L11 methyltransferase,	4300	4265	119382	168714	223	296	15441	9162	340451	274404	701	632	3723	4045	2965	230486	194215	200089	177	428	0.29118273473712325	0.8210614612650948	0.5951820100406657	1.0	0.021020157915287583	0.04285248958106762
490109	490109	489798	489798	-	SSO0555	SSO0555	hypothetical protein	5465	1876	151724	74223	299	362	8303	6539	183071	195857	659	607	61	105	71	3829	5064	4792	6	14	0.8911629866060128	1.0	0.0	0.0	0.0	0.0
490144	490144	490731	490731	+	SSO0556	SSO0556	CDP-diacylglycerol--glycerol-3-phosphate	5756	1957	159780	77421	167	201	4470	3988	98573	119441	199	185	280	404	245	17338	19440	16535	12	30	0.03652263134340701	0.15435638433016582	8.453030607075211E-171	9.534160970951135E-170	6.699076307128091E-138	4.145969094252435E-137
491633	491633	490710		-	SSO0557	SSO0557	DNA primase large subunit	970	825	26943	32649	24	32	2798	1813	61707	54326	69	62	343	378	284	21242	18162	19202	8	21	0.3299262385016463	0.8993523471590411	5.132522831846089E-6	1.0	3.5259519628624265E-23	1.202222175289237E-22
491695	491695	493416	493416	+	SSO0558	SSO0558	methionyl-tRNA synthetase	5283	5324	146674	210579	78	103	13361	8112	294597	242950	172	156	1632	1580	1475	101056	75866	99554	21	53	0.7547730464294852	1.0	1.8547152955376544E-7	6.379810734816263E-7	7.581504460014285E-16	2.3115791757124847E-15
495523	495510	493405	493405	-	SSO0559	SSO0559	V-type ATP synthase subunit I	18316	17431	508448	689446	215	284	84460	44367	1862204	1328759	848	757	10013	11781	8272	619843	565681	558085	114	275	0.20510958506275237	0.6259864100983805	0.13284597764226347	0.31400875353102975	2.190287266198208E-6	5.1850678780798645E-6
495585	495585	495887		+	SSO0560	SSO0560	ATP synthase subunit F (atpF)	1326	533	36833	21103	78	95	1187	977	26178	29272	99	91	77	94	86	4781	4534	5858	6	16	0.026546058686079534	0.1172168520422207	3.4855377319876984E-87	2.9727339615555356E-86	1.8046644809885595E-75	9.19463261754073E-75
	495893	496477		+	SSO0561	SSO0561	ATP synthase subunit E (atpE)	2683	1346	74501	53241	87	109	2253	1708	49689	51157	93	86	244	290	235	15129	13951	15876	10	25	0.004266050128180308	0.025057007639670375	3.121213751783586E-62	2.3356582714668998E-61	1.4862712557170654E-33	5.561012522893299E-33
496480	496480	498258		+	SSO0563	SSO0563	V-type ATP synthase subunit A	12378	7634	343603	301943	143	181	13616	7400	300226	221632	163	146	1716	1898	1378	106249	91133	93018	22	54	0.019152472044598447	0.08898753055945517	9.480762278878807E-23	4.91075091084022E-22	4.799402395486593E-13	1.3833833015879412E-12
	498258	499649		+	SSO0564	SSO0564	V-type ATP synthase subunit B	13913	10438	386208	412865	222	287	18974	9571	418358	286651	284	253	1751	1933	1595	108438	92808	107608	30	73	0.0692981022401609	0.2618021750893457	3.677898943511502E-31	2.144063560140694E-30	8.780034913139198E-23	2.980615996139839E-22
	499646	500287		+	SSO0566	SSO0566	V-type ATP synthase subunit D	2963	3429	82253	135646	126	169	6734	3214	148487	96263	214	190	485	590	466	30042	28341	31491	19	46	0.17161681308597734	0.5454282551973855	4.4489953802055685E-34	2.6532035667777652E-33	2.1513216740688708E-42	8.870283935597873E-42
	500274	500432	500452	+	SSO6175	SSO6175	ATP synthase subunit G (atpG)	3615	1688	100351	66773	424	525	3131	2329	69037	69767	476	436	263	324	228	16321	15563	15441	41	99	0.008261750656656016	0.042793394000283154	2.3824449735157585E-102	2.174941701628902E-101	1.0356180885570977E-63	4.96745625528235E-63
500453	500453	500761	500778	+	SSO0567	SSO0567	V-type ATP synthase subunit K	80097	25556	2223395	1010787	4357	5233	56986	53456	1256449	1600975	4955	4623	1640	1816	1544	101526	87195	104187	130	315	0.2668046441490612	0.7654957209548641	0.0	0.0	0.0	0.0
	500806	502251		+	SSO0569	SSO0569	prolyl-tRNA synthetase	6513	4031	180804	159444	92	117	12091	7639	266594	228805	189	171	227	252	227	14112	12114	15356	3	9	0.6735240728312974	1.0	0.0	0.0	0.0	0.0
502286	502286	502573	502573	+	SSO6179	SSO6179	30S ribosomal protein S26e	9615	3736	266903	147784	590	719	6937	6674	152964	199890	655	612	1094	1193	770	67739	57286	52007	85	204	0.015093020808098496	0.07157715884566566	3.538928424760171E-30	2.0477108152933852E-29	2.4979216597775634E-19	8.07479763955094E-19
502589	502607	503623		+	SSO0570	SSO0570	pyridoxine biosynthesis protein	4591	3553	127464	140549	101	131	7907	3703	174336	110924	158	140	2584	3208	2117	159949	154043	142833	62	149	0.10901125389771298	0.3832878333172992	0.17304812353926358	0.40171424949867823	0.7458625725396963	1.0
	503620	504222	504222	+	SSO0571	SSO0571	Glutamine amidotransferase, putative	1158	1267	32146	50112	51	68	2346	1098	51731	32908	79	70	1024	1215	824	63441	58361	55603	40	98	0.06651503984683557	0.2534410269806599	0.6304717185406765	1.0	0.04322774175004063	0.0865945688982474
504260	504260	505792	505792	+	SSO0572	SSO0572	hypothetical protein	3463	3105	96131	122825	54	71	6346	3916	139919	117282	92	83	838	1316	772	51907	63232	52110	15	36	0.224177408336779	0.6628788679834339	4.741194534667494E-9	1.0	1.4895412286946513E-10	3.987052317219647E-10
506220	506220	505789	505789	-	SSO0575	SSO0575	Holliday-junction resolvase	817	418	22689	16560	36	45	537	367	11842	11002	29	26	169	199	121	10495	9571	8164	9	21	7.785817009959725E-8	1.0	8.590019018750344E-12	1.0	0.18556864990717273	1.0
	507260	506253	506253	-	SSO0576	SSO0576	ketol-acid reductoisomerase	6223	3150	172761	124598	118	147	4855	3526	107053	105610	115	105	720	847	688	44616	40688	46444	18	43	0.0021686293817253397	0.014152920891637279	2.4970875845715715E-27	1.3758289647382836E-26	2.5848484129502444E-11	7.033770200624223E-11
	507624	507232		-	SSO0577	SSO0577	hypothetical protein	490	484	13606	19156	31	41	1179	499	26007	14945	59	52	172	194	148	10668	9343	10005	10	25	0.1884947614143551	1.0	6.35990265269793E-7	1.0	5.177369471160122E-8	1.0
509320	509320	507602		-	SSO0579	SSO0579	acetolactate synthase catalytic subunit	6480	4942	179903	195470	84	109	17674	9900	389690	296501	222	199	1623	1855	1542	100505	89079	104061	23	56	0.640889203600058	1.0	3.0637698571702667E-7	1.0469281630484127E-6	1.7002410552430966E-24	5.8809448944130656E-24
	510065	509529	509529	-	SSO0580	SSO0580	hypothetical protein	1625	667	45123	26405	54	66	1290	1185	28456	35500	63	59	142	200	124	8837	9605	8387	7	16	0.011575814721959527	0.057290160937138325	9.269288785954184E-50	1.0	1.7272289185103656E-35	6.589293656032804E-35
510810	510810	510007		-	SSO0581	SSO0581	GTP binding protein, hypothetical	1071	550	29737	21780	25	32	1271	967	28026	28960	38	35	336	445	337	20816	21372	22766	11	26	0.12925638178827764	1.0	0.0021433966120214484	1.0	0.040670630965553005	1.0
510845	510845	511822	511822	+	SSO0582	SSO0582	hypothetical protein	4675	3737	129781	147825	109	141	9550	7171	210581	214790	237	217	491	550	503	30423	26442	33991	12	30	0.8509678620838615	1.0	2.5261062620680448E-57	1.8373291574340708E-56	6.408750464292265E-154	4.0965996294336385E-153
512660	512660	511812		-	SSO0583	SSO0583	(S)-2,3-di-O-geranylgeranylglyceryl phosphate	4865	1492	135056	59011	95	114	4626	3859	102004	115584	138	128	111	184	100	6897	8871	6758	3	8	0.18979744297214338	0.585569316127138	0.0	0.0	0.0	0.0
512696	512696	512899	512933	+	NA	NA	Novel protein	1143	329	31728	13031	92	109	487	520	10746	15582	68	64	99	154	119	6158	7413	8033	14	35	5.676653332810127E-7	8.296442171379308E-6	1.4500247757566685E-24	7.689824747752145E-24	4.325337329510876E-5	9.82113428648239E-5
513745	513745	512873	512873	-	SSO0584	SSO0584	hypothetical protein	1059	716	29397	28345	25	33	803	675	17719	20238	23	21	210	399	208	13040	19190	14059	7	17	3.441518287081285E-6	1.0	1.0260615900936864E-9	1.0	0.13962877514393576	1.0
514164	514164	513790	513790	-	SSO0585	SSO0585	S-adenosylmethionine decarboxylase proenzyme	406	123	11279	4885	18	21	219	207	4837	6212	15	14	21	34	20	1345	1653	1415	1	3	6.399630896638004E-5	1.0	1.4990020467698378E-61	1.0	3.3740132981703177E-23	1.0
514276	514276	514563		+	SSO6206	SSO6206	hypothetical protein	1790	951	49688	37628	121	151	1323	961	29171	28783	109	100	197	244	236	12208	11743	15933	18	46	6.50314335712702E-5	6.26758057917536E-4	1.295923647253928E-33	7.6842101217171E-33	9.34728987338017E-11	2.514962262388286E-10
	514553	515524	515524	+	SSO0586	SSO0586	hypothetical protein	1726	1493	47929	59054	42	55	2602	1552	57377	46509	59	53	347	495	390	21537	23774	26321	10	24	0.05598060216494972	1.0	1.1255145959741054E-12	1.0	1.0494511781040166E-9	1.0
516024	516024	515500	515439	-	SSO0588	SSO0588	hypothetical protein	6383	2050	177197	81112	204	246	5787	4634	127611	138789	275	253	979	1080	1042	60647	51896	70337	47	116	0.08582447031500491	0.3132140399655455	3.602993337952419E-10	1.3881334481492428E-9	8.54322405199533E-9	2.1799226617919232E-8
	516107	518941		+	SSO0589	SSO0589	leucyl-tRNA synthetase	9610	6481	266761	256361	72	92	16052	9712	353938	290868	126	113	711	847	611	44031	40687	41223	6	14	0.3032032237560922	0.8427425317434956	1.961918930639745E-109	1.8395944671932306E-108	6.460600838289672E-178	4.343812183498002E-177
519524	519524	518925		-	SSO0591	SSO0591	hypothetical protein	1002	214	27840	8470	25	30	809	587	17856	17604	32	29	28	50	40	1766	2411	2702	1	3	0.01700350830753487	1.0	3.571257528324432E-150	1.0	6.589868731042063E-138	1.0
519526	519526	520656		+	SSO0592	SSO0592	Histidinol-phosphate aminotransferase (hisC)	4291	2170	119112	85848	72	90	6589	5071	145280	151871	142	131	1063	1405	875	65857	67476	59064	23	56	0.6554779765469897	1.0	8.709095332095624E-6	2.8036622304874536E-5	3.0468008569083694E-10	8.106573562013464E-10
	520622	521494	521494	+	SSO0593	SSO0593	ATP phosphoribosyltransferase	1515	921	42055	36436	35	44	999	738	22038	22125	27	25	423	535	337	26235	25732	22788	11	28	8.573058782267311E-9	1.0	5.730090309015828E-6	1.0	0.27410053750709507	1.0
	521496	522194		+	SSO0594	SSO0594	Phosphoribosylformimino-5-aminoimidazole	247	201	6869	7975	8	10	278	171	6131	5142	8	8	52	95	37	3260	4573	2502	2	4	7.147373015012885E-4	1.0	8.522866704476381E-8	1.0	0.01811595621775947	1.0
	522187	522768		+	SSO0596	SSO0596	Imidazoleglycerol-phosphate dehydratase (hisB)	566	351	15722	13915	20	25	565	432	12478	12938	23	21	110	153	108	6864	7367	7294	5	12	0.004217253519160757	1.0	7.37955880035736E-10	1.0	1.3344066527082513E-4	1.0
	522765	523520		+	SSO0597	SSO0597	Imidazoleglycerol-phosphate synthase, cyclase	765	519	21258	20551	21	27	886	717	19544	21487	29	27	153	233	150	9477	11226	10145	5	13	0.011071227811877195	1.0	4.897977075067229E-11	1.0	2.2195143871275618E-7	1.0
	523517	524713		+	SSO0599	SSO0599	Histidinol dehydrogenase (HDH) (hisD)	1201	1040	33354	41153	23	31	1887	1389	41608	41618	37	34	219	248	184	13609	11925	12425	4	10	0.13637302768982945	1.0	8.165964754007027E-26	1.0	2.961988364245704E-30	1.0
	524697	524990		+	SSO6223	SSO6223	Phosphoribosyl-ATP cyclohydrolase (hisE)	116	133	3246	5266	10	14	206	106	4542	3185	14	13	29	37	28	1838	1800	1933	2	6	0.0176174429840773	1.0	6.734809434060707E-9	1.0	3.906965040267394E-5	1.0
	524987	525586	525586	+	SSO0600	SSO0600	imidazole glycerol phosphate synthase subunit	394	260	10964	10315	13	17	377	248	8317	7431	14	13	42	59	30	2600	2858	2033	1	4	2.1242706397401473E-4	1.0	7.462152232655603E-34	1.0	1.5305227264125564E-14	1.0
	525694	525951	525951	+	SSO6227	SSO6227	Phosphoribosyl-AMP cyclohydrolase (hisI)	782	268	21710	10612	51	62	331	245	7310	7344	30	28	90	93	75	5620	4495	5125	8	19	5.018386762016913E-12	1.0	7.767078388978163E-23	1.0	0.04588275523424879	1.0
525978	525978	526376	526401	+	SSO0601	SSO0601	hypothetical protein	8423	7904	233815	312628	519	684	4591	3630	101230	108725	285	263	13712	15422	15081	848787	740496	1017499	891	2177	1.2307671665861407E-10	3.5475723977617183E-9	0.026473781187601606	0.06771806149301873	6.502163300292922E-144	4.080894022945941E-143
