GeneBeg	GeneEnd	Strand	OpensOperon	operon_ID	Locus	Protein.accession	primTSS
2345414	2345728	+	1	1747	SSO2574	NP_343911	2345405
2345762	2347282	+	0	1747	SSO2575	NP_343912	NA
2347621	2348139	+	1	1748	SSO2577	NP_343913	NA
2348373	2348657	+	1	1749	SSO10704	NP_343914	2348373
2349304	2349540	+	1	1750	NA	NA	2349304
2349524	2349904	+	0	1750	SSO2579	NP_343915	NA
2350288	2351055	-	1	1751	SSO2581	NP_343916	2351055
2351114	2351713	-	1	1752	SSO2582	NP_343917	NA
2351776	2352945	-	1	1753	SSO2583	NP_343918	2352943
2353036	2354019	-	1	1754	SSO2585	NP_343919	2353970
2354060	2355367	+	1	1755	SSO2586	NP_343920	2354060
2355342	2356199	+	0	1755	SSO2587	NP_343921	NA
2356224	2356652	+	1	1756	SSO2588	NP_343922	2356224
2356652	2357785	+	0	1756	SSO2589	NP_343923	NA
2357820	2358191	+	1	1757	SSO2590	NP_343924	2357818
2358170	2358685	-	1	1758	SSO2591	NP_343925	NA
2358713	2359396	+	1	1759	SSO2592	NP_343926	NA
2359681	2360061	-	1	1760	SSO2594	NP_343927	2360018
2360494	2361018	+	1	1761	SSO2595	NP_343928	NA
2361011	2361364	-	1	1762	NA	NA	2361364
2361442	2362596	-	1	1763	SSO2597	NP_343929	NA
2362611	2363285	-	1	1764	SSO2598	NP_343930	2363287
2363401	2364111	+	1	1765	SSO2599	NP_343931	NA
2364144	2364893	+	0	1765	SSO2600	NP_343932	NA
2364890	2366251	+	0	1765	SSO2601	NP_343933	NA
2366253	2369225	-	1	1766	SSO2602	NP_343934	NA
2369804	2370178	+	1	1767	SSO2603	NP_343935	2369729
2370190	2371680	-	1	1768	SSO2605	NP_343936	2371680
2371900	2373165	+	1	1769	SSO2606	NP_343937	2371900
2373162	2373743	-	1	1770	SSO2607	NP_343938	NA
2373790	2374863	-	1	1771	SSO2608	NP_343939	2374863
2375511	2376764	-	0	1772	SSO2609	NP_343940	NA
2376749	2377405	-	1	1772	SSO2610	NP_343941	NA
2377462	2377962	-	1	1773	SSO2611	NP_343942	NA
2378160	2379053	+	1	1774	SSO2612	NP_343943	2378160
2379111	2379581	+	1	1775	SSO2613	NP_343944	2379111
2379966	2380937	-	0	1776	SSO2615	NP_343945	NA
2380930	2381904	-	0	1776	SSO2616	NP_343946	NA
2381905	2382801	-	0	1776	SSO2617	NP_343947	NA
2382794	2383825	-	0	1776	SSO2618	NP_343948	NA
2383915	2386095	-	1	1776	SSO2619	NP_343949	NA
2386240	2387187	-	1	1777	SSO2620	NP_343950	2387188
2387230	2388240	-	1	1778	SSO2621	NP_343951	2388249
2388350	2388715	-	0	1779	SSO2622	NP_343952	NA
2388719	2389468	-	0	1779	SSO2623	NP_343953	NA
2389452	2390252	-	1	1779	SSO2624	NP_343954	NA
2390314	2391477	+	1	1780	NP_343955.1	15899350	NA
2391484	2391870	+	0	1780	SSO2626	NP_343956	NA
2391867	2392121	+	0	1780	SSO10784	NP_343957	NA
2392154	2393173	+	0	1780	SSO2627	NP_343958	NA
2393230	2393592	+	1	1781	SSO2628	NP_343959	NA
2393762	2393995	+	1	1782	SSO10788	NP_343960	2393750
2394008	2395165	+	0	1782	SSO2629	NP_343961	NA
2395167	2395547	+	0	1782	SSO2631	NP_343962	NA
2395541	2396674	+	0	1782	SSO2632	NP_343963	NA
2396744	2397097	+	1	1783	SSO2633	NP_343964	2396744
2397387	2397809	-	1	1784	SSO2634	NP_343965	2397807
2397949	2399346	+	1	1785	SSO2635	NP_343966	2397951
2399552	2400400	+	1	1786	SSO2636	NP_343967	2399552
2400401	2400892	+	0	1786	SSO2637	NP_343968	NA
2400659	2400844	-	1	1787	SSO10802	NP_343969	NA
2400889	2403138	+	0	1786	SSO2639	NP_343970	2400860
2403261	2403581	+	1	1788	SSO2640	NP_343971	2403258
2403574	2404050	+	0	1788	SSO2641	NP_343972	NA
2404133	2404567	+	1	1789	SSO2642	NP_343973	2404122
2404567	2405754	+	0	1789	SSO2643	NP_343974	NA
2405747	2406313	+	0	1789	SSO2644	NP_343975	NA
2406310	2406882	+	1	1790	SSO2645	NP_343976	2406448
2406950	2407765	-	0	1791	SSO2646	NP_343977	NA
2407744	2408673	-	1	1791	SSO2647	NP_343978	2408674
2408848	2409285	+	1	1792	SSO2648	NP_343979	2408846
2409368	2411635	-	1	1793	SSO2651	NP_343980	2411774
2411865	2412356	-	1	1794	SSO2652	NP_343981	2412356
2412368	2413027	-	1	1795	SSO2653	NP_343982	NA
2413438	2413560	-	0	1796	SSO10828	NP_343983	NA
2413574	2415247	-	0	1796	SSO2656	NP_343984	NA
2415240	2416775	-	0	1796	SSO2657	NP_343985	NA
2416772	2417281	-	1	1796	SSO2658	NP_343986	NA
2417637	2418059	-	1	1797	SSO2659	NP_343987	NA
2418081	2419055	+	1	1798	SSO2660	NP_343988	2418071
2418937	2419497	+	0	1798	SSO2661	NP_343989	NA
2419490	2419900	+	0	1798	SSO2662	NP_343990	NA
2420009	2420575	-	1	1799	SSO2663	NP_343991	NA
2420871	2421629	+	1	1800	SSO2664	NP_343992	NA
2421630	2422811	-	1	1801	SSO2665	NP_343993	2422811
2422875	2423348	+	1	1802	SSO2666	NP_343994	NA
2423246	2423854	+	0	1802	SSO2667	NP_343995	NA
2423999	2425000	-	1	1803	SSO2668	NP_343996	NA
2425098	2427179	+	1	1804	SSO2669	NP_343997	2425098
2427250	2428122	-	1	1805	SSO2671	NP_343998	2428122
2428073	2429161	+	1	1806	SSO2670	NP_343999	2428199
2429142	2430116	+	0	1806	SSO2672	NP_344000	NA
2430019	2431206	+	0	1806	SSO2673	NP_344001	NA
2431276	2433222	-	1	1807	SSO2674	NP_344002	2433223
2433256	2435610	+	1	1808	SSO2675	NP_344003	2433256
2435615	2436109	-	1	1809	SSO2677	NP_344004	2436007
2436090	2436854	+	1	1810	SSO2676	NP_344005	NA
2436843	2438381	-	0	1811	SSO2678	NP_344006	NA
2438416	2440404	-	0	1811	SSO2679	NP_344007	NA
2440385	2441932	-	1	1811	SSO2680	NP_344008	NA
2441975	2442394	-	1	1812	SSO2681	NP_344009	NA
2442422	2442811	-	0	1813	SSO2683	NP_344010	NA
2442815	2443225	-	0	1813	SSO2684	NP_344011	NA
2443316	2444086	-	1	1813	SSO2686	NP_344012	2444088
2444148	2444459	+	1	1814	SSO2687	NP_344013	NA
2444520	2444768	+	1	1815	NA	NA	2444520
2444755	2445102	-	1	1816	SSO2688	NP_344014	2445102
2445205	2445384	+	1	1817	NA	NA	2445195
2445401	2446762	+	1	1818	SSO2689	NP_344015	NA
2446903	2447271	+	1	1819	SSO2690	NP_344016	2446903
2447407	2447808	+	1	1820	SSO2691	NP_344017	NA
2447805	2449580	-	1	1821	SSO2693	NP_344018	2449580
2449611	2450486	+	1	1822	SSO2694	NP_344019	NA
2450948	2452078	+	1	1823	SSO2697	NP_344020	NA
2452342	2452662	-	1	1824	SSO2699	NP_344021	NA
2452659	2453570	-	1	1825	SSO2700	NP_344022	NA
2453677	2454852	+	1	1826	SSO2701	NP_344023	NA
2454827	2455870	-	1	1827	SSO2702	NP_344024	NA
2456188	2456583	+	1	1828	SSO2703	NP_344025	NA
2456673	2458376	+	1	1829	SSO2704	NP_344026	2456671
2458404	2459261	+	1	1830	SSO2705	NP_344027	2458400
2459292	2460002	+	1	1831	SSO2706	NP_344028	2459292
2460253	2460654	-	1	1832	SSO2707	NP_344029	NA
2460870	2461895	+	1	1833	SSO2708	NP_344030	2460869
2461882	2462790	-	1	1834	SSO2710	NP_344031	2462793
2462910	2463539	+	1	1835	SSO2711	NP_344032	2462910
2463617	2465053	+	1	1836	SSO2712	NP_344033	NA
2465096	2466040	+	1	1837	SSO2713	NP_344034	NA
2466033	2467679	+	0	1837	SSO2714	NP_344035	NA
2467764	2469173	+	1	1838	SSO2716	NP_344036	NA
2469166	2470119	-	0	1839	SSO2717	NP_344037	NA
2470122	2471381	-	1	1839	SSO2718	NP_344038	2471382
2471736	2472941	+	1	1840	SSO2719	NP_344039	NA
2473023	2474357	+	1	1841	SSO2720	NP_344040	2473018
2474669	2475163	+	1	1842	SSO2721	NP_344041	NA
2475379	2476134	-	0	1843	SSO2722	NP_344042	NA
2476070	2476447	-	1	1843	SSO2723	NP_344043	2476459
2476622	2476876	+	1	1844	SSO10982	NP_344044	NA
2477057	2478187	+	1	1845	SSO2724	NP_344045	NA
2478239	2479213	-	1	1846	SSO2725	NP_344046	2479213
2479293	2480882	-	1	1847	SSO2726	NP_344047	2480885
2481492	2482814	+	1	1848	SSO2727	NP_344048	2481492
2482890	2484452	+	1	1849	SSO2728	NP_344049	NA
2484459	2485367	+	0	1849	SSO2729	NP_344050	NA
2485358	2486491	-	0	1850	SSO2730	NP_344051	NA
2486527	2487444	-	1	1850	SSO2732	NP_344052	2487448
2487988	2488191	+	1	1851	NA	NA	2487986
2488487	2489146	-	1	1852	SSO2733	NP_344053	2489154
2489184	2489489	-	1	1853	SSO2734	NP_344054	2489448
2489486	2489770	-	1	1854	SSO11020	NP_344055	2489770
2489890	2490564	+	1	1855	SSO2735	NP_344056	NA
2490548	2491108	-	0	1856	SSO2736	NP_344057	NA
2491146	2492459	-	1	1856	SSO2737	NP_344058	2492459
2492589	2494097	+	1	1857	SSO2738	NP_344059	2492589
2494349	2495101	-	1	1858	SSO2740	NP_344060	2495101
2495135	2495668	-	1	1859	SSO2741	NP_344061	NA
2495767	2497512	+	1	1860	SSO2742	NP_344062	2495776
2497535	2498728	+	1	1861	SSO2743	NP_344063	2497534
2498716	2499501	+	0	1861	SSO2744	NP_344064	NA
2499504	2499842	-	1	1862	SSO2745	NP_344065	2499855
2500050	2501321	-	1	1863	SSO2746	NP_344066	NA
2501459	2502247	+	1	1864	SSO2747	NP_344067	2501457
2502319	2503128	+	1	1865	SSO2748	NP_344068	2502319
2503123	2504163	-	1	1866	SSO2749	NP_344069	NA
2504398	2505747	-	0	1867	SSO2750	NP_344070	NA
2505750	2506250	-	1	1867	SSO2751	NP_344071	2506250
2506488	2507654	-	0	1868	SSO2752	NP_344072	NA
2507711	2508253	-	0	1868	SSO2753	NP_344073	NA
2508253	2510007	-	1	1868	SSO2754	NP_344074	NA
2510372	2511685	+	1	1869	SSO2755	NP_344075	2510372
2511689	2512588	-	0	1870	SSO2756	NP_344076	NA
2512557	2513759	-	0	1870	SSO2757	NP_344077	2513759
2513756	2514040	-	0	1870	SSO11071	NP_344078	NA
2514006	2514560	-	1	1870	SSO2758	NP_344079	2514576
2514624	2515853	-	1	1871	SSO2759	NP_344080	2515822
2515887	2516132	+	1	1872	NA	NA	2515887
2516119	2518407	-	0	1873	SSO2760	NP_344081	NA
2518404	2519600	-	1	1873	SSO2761	NP_344082	2519601
2519626	2520489	-	0	1874	SSO2762	NP_344083	NA
2520491	2521219	-	1	1874	SSO2763	NP_344084	2521219
2521316	2523199	+	1	1875	SSO2764	NP_344085	NA
2523283	2524260	+	1	1876	SSO2765	NP_344086	NA
2524288	2525646	+	1	1877	SSO2766	NP_344087	NA
2525637	2526242	-	1	1878	SSO2768	NP_344088	NA
2526654	2527580	+	1	2238	SSO2769	NP_344089	NA
2527607	2528839	+	1	1879	SSO2770	NP_344090	2527605
2528877	2529503	+	1	1880	SSO2772	NP_344091	NA
2529509	2530423	-	1	1881	SSO2773	NP_344092	NA
2530455	2532050	-	1	1882	SSO2774	NP_344093	NA
2532076	2533125	-	1	1883	SSO2775	NP_344094	2533125
2533143	2533412	-	0	1884	SSO11114	NP_344095	NA
2533409	2534632	-	1	1884	SSO2776	NP_344096	2534632
2534652	2535008	-	1	1885	SSO2777	NP_344097	2535008
2535036	2535455	-	1	1886	SSO2778	NP_344098	2535455
2535490	2536368	-	1	1887	SSO2779	NP_344099	2536368
2537099	2537284	+	1	1888	NA	NA	2537098
2537368	2537808	-	0	1889	SSO2780	NP_344100	NA
2537786	2538310	-	1	1889	SSO2781	NP_344101	2538277
2538937	2539011	+	1	1890	SSOt46	N/A	NA
2539307	2540431	+	1	1891	SSO2782	NP_344102	NA
2540537	2540782	+	1	1892	SSO11133	NP_344103	2540537
2540775	2541194	+	0	1892	SSO2783	NP_344104	NA
2541232	2541843	-	0	1893	SSO2784	NP_344105	NA
2541830	2542030	-	0	1893	SSO11138	NP_344106	NA
2542071	2542256	-	1	1893	SSO11139	NP_344107	NA
2542599	2543798	-	1	1894	SSO2785	NP_344108	2543799
2544429	2545046	-	1	1895	SSO2786	NP_344109	2545065
2545152	2545736	-	1	1896	SSO2787	NP_344110	NA
2546260	2546652	+	1	1897	SSO2788	NP_344111	NA
2547175	2548710	-	1	1898	SSO2789	NP_344112	2548710
2548795	2549214	-	0	1899	SSO2790	NP_344113	NA
2549205	2549789	-	0	1899	SSO2791	NP_344114	NA
2549761	2551257	-	0	1899	SSO2792	NP_344115	NA
2551257	2551907	-	0	1899	SSO2793	NP_344116	NA
2551936	2552817	-	0	1899	SSO2794	NP_344117	NA
2552789	2557069	-	1	1899	SSO2795	NP_344118	NA
2557150	2557974	-	1	1900	SSO2796	NP_344119	NA
2558085	2559161	+	1	1901	SSO2797	NP_344120	NA
2559325	2559954	+	1	1902	SSO2798	NP_344121	NA
2559951	2560850	+	0	1902	SSO2799	NP_344122	NA
2560839	2561834	-	1	1903	SSO2800	NP_344123	NA
2561972	2563411	+	1	1904	SSO2801	NP_344124	NA
2563408	2564352	+	0	1904	SSO2802	NP_344125	NA
2564389	2565357	+	1	1905	SSO2803	NP_344126	NA
2565391	2567019	+	1	1906	SSO2805	NP_344127	NA
2567031	2567324	+	0	1906	SSO11196	NP_344128	NA
2568206	2568562	-	1	1907	SSO2807	NP_344129	NA
2568807	2570330	+	1	1908	SSO2808	NP_344130	NA
2570374	2571330	+	1	1909	SSO2810	NP_344131	NA
2571427	2572662	+	1	1910	SSO2811	NP_344132	NA
2572959	2573759	-	1	1911	SSO2812	NP_344133	2573759
2574051	2574533	-	1	1912	SSO2813	NP_344134	2574536
2574657	2574959	-	1	1913	SSO2814	NP_344135	2574921
2575303	2577201	+	1	1914	SSO2815	NP_344136	2575295
2577155	2578105	+	0	1914	SSO2816	NP_344137	NA
2578274	2580106	+	1	1915	SSO2817	NP_344138	2578265
2580109	2581296	+	0	1915	SSO2819	NP_344139	NA
2581293	2581580	+	0	1915	SSO11231	NP_344140	NA
2581577	2582515	-	1	1916	SSO2820	NP_344141	2582515
2582577	2583350	-	0	1917	SSO2821	NP_344142	NA
2583325	2583681	-	0	1917	SSO2822	NP_344143	NA
2583645	2586584	-	0	1917	SSO2824	NP_344144	NA
2586614	2586778	-	1	1917	NA	NA	2586778
2586859	2587335	-	0	1918	SSO2825	NP_344145	NA
2587322	2587951	-	1	1918	SSO2826	NP_344146	NA
2588673	2589065	+	1	1919	SSO2827	NP_344147	2588751
2589077	2589493	-	1	1920	SSO2828	NP_344148	NA
2589587	2590462	-	1	1921	SSO2829	NP_344149	NA
2590634	2592271	-	1	1922	SSO2830	NP_344150	NA
2592469	2594226	-	1	1923	SSO2831	NP_344151	2594228
2594590	2595291	+	1	1924	SSO2832	NP_344152	2594589
2595288	2595671	+	0	1924	SSO2833	NP_344153	NA
2596140	2597105	+	1	1925	SSO2834	NP_344154	NA
2597333	2598418	+	1	1926	SSO2835	NP_344155	NA
2598439	2599185	+	0	1926	SSO2836	NP_344156	NA
2599192	2599902	+	0	1926	SSO2838	NP_344157	NA
2599909	2600826	+	0	1926	SSO2839	NP_344158	NA
2600826	2601863	+	0	1926	SSO2841	NP_344159	NA
2602252	2602821	+	1	1927	SSO2842	NP_344160	NA
2603270	2603686	+	1	1928	SSO2843	NP_344161	NA
2603721	2603882	+	0	1928	SSO11277	NP_344162	NA
2603913	2604071	+	0	1928	SSO11280	NP_344163	NA
2604098	2604388	+	0	1928	SSO11281	NP_344164	NA
2604655	2605620	-	1	1929	SSO2845	NP_344165	NA
2605843	2606196	-	1	1930	SSO2846	NP_344166	2606199
2606453	2608117	-	1	1931	SSO2847	NP_344167	2608120
2608309	2609169	+	1	1932	SSO2848	NP_344168	2608311
2609154	2610017	+	0	1932	SSO2849	NP_344169	NA
2610021	2611082	+	0	1932	SSO2850	NP_344170	NA
2611121	2612461	-	1	1933	SSO2852	NP_344171	NA
2612718	2613491	+	1	1934	SSO2853	NP_344172	NA
2613640	2613786	-	1	1935	SSO11307	NP_344173	NA
2613811	2614686	-	1	1936	SSO2855	NP_344174	NA
2614967	2615377	+	1	1937	SSO2856	NP_344175	NA
2615380	2615796	-	1	1938	SSO2857	NP_344176	NA
2615830	2616012	+	1	1939	NA	NA	2615830
2615996	2616553	-	0	1940	SSO2858	NP_344177	NA
2616522	2617922	-	1	1940	SSO2860	NP_344178	2617923
2617972	2618415	-	0	1941	SSO2861	NP_344179	NA
2618490	2620490	-	1	1941	SSO2863	NP_344180	2620490
2620566	2621144	+	1	1942	SSO2864	NP_344181	2620581
2621174	2621488	-	0	1943	SSO2865	NP_344182	NA
2621546	2621887	-	0	1943	SSO2866	NP_344183	NA
2621884	2622237	-	1	1943	SSO2867	NP_344184	2622216
2622248	2623072	-	1	1944	SSO2868	NP_344185	NA
2623145	2624443	+	1	1945	SSO2869	NP_344186	2623160
2624431	2624895	+	0	1945	SSO2870	NP_344187	NA
2624903	2626015	-	0	1946	SSO2871	NP_344188	NA
2626022	2626558	-	0	1946	SSO2872	NP_344189	NA
2626555	2627742	-	1	1946	NP_344190.1	15899585	2627742
2627766	2629379	-	1	1947	SSO2875	NP_344191	2629379
2629414	2630616	-	1	1948	SSO2877	NP_344192	NA
2630800	2631732	-	1	1949	SSO2878	NP_344193	NA
2631764	2632567	-	1	1950	SSO2879	NP_344194	2632567
2632768	2633439	+	1	1951	SSO2880	NP_344195	NA
2633493	2635001	-	1	1952	SSO2881	NP_344196	NA
2635575	2635796	+	1	1953	SSO11362	NP_344197	NA
2635873	2636832	+	1	1954	SSO2882	NP_344198	NA
2637008	2637898	+	1	1955	SSO2883	NP_344199	NA
2638135	2638554	-	1	1956	SSO2884	NP_344200	NA
2638613	2639527	-	1	1957	SSO2885	NP_344201	2639527
2639601	2640188	+	1	1958	SSO2886	NP_344202	NA
2640862	2641086	-	1	1959	SSO11387	NP_344203	NA
2641293	2641598	+	1	1960	SSO2887	NP_344204	2641358
2641647	2641901	+	0	1960	SSO11389	NP_344205	NA
2641841	2642149	+	0	1960	SSO2888	NP_344206	NA
2642034	2642774	+	0	1960	SSO2889	NP_344207	NA
2642979	2643782	+	1	1961	SSO2890	NP_344208	NA
2643850	2644194	+	1	1962	SSO2891	NP_344209	NA
2644191	2645294	-	1	1963	SSO2892	NP_344210	2645294
2645761	2646066	-	0	1964	SSO2893	NP_344211	NA
2645954	2646703	-	1	1964	SSO2894	NP_344212	NA
2647129	2649216	-	1	1965	SSO2896	NP_344213	NA
2649268	2649651	+	1	1966	SSO2897	NP_344214	2649268
2649690	2649938	+	1	1967	SSO11412	NP_344215	2649685
2650496	2650750	-	0	1968	SSO11417	NP_344216	NA
2650761	2651189	-	1	1968	SSO2898	NP_344217	NA
2651810	2652343	-	1	1969	SSO2899	NP_344218	NA
2652595	2653731	+	1	1970	SSO2900	NP_344219	NA
2653718	2654299	+	1	1971	SSO2901	NP_344220	2653736
2654425	2654766	-	1	1972	SSO2902	NP_344221	NA
2654942	2655502	-	0	1973	SSO2903	NP_344222	NA
2655484	2656164	-	0	1973	SSO2904	NP_344223	NA
2656137	2656970	-	1	1973	SSO2905	NP_344224	NA
2657101	2657556	+	1	1974	SSO2906	NP_344225	NA
2657556	2658920	+	0	1974	SSO2907	NP_344226	NA
2659249	2659944	-	0	1975	SSO2908	NP_344227	NA
2659937	2661829	-	0	1975	SSO2909	NP_344228	NA
2661826	2662545	-	1	1975	SSO2911	NP_344229	NA
2662646	2663866	+	1	1976	SSO2912	NP_344230	2662646
2663867	2664172	+	0	1976	SSO2913	NP_344231	NA
2664169	2665023	+	0	1976	SSO2914	NP_344232	NA
2665268	2666206	-	1	1977	SSO2915	NP_344233	NA
2666239	2666625	+	1	1978	SSO2916	NP_344234	NA
2666795	2667238	-	1	1979	SSO2917	NP_344235	NA
2667275	2667463	+	1	1980	SSO11456	NP_344236	NA
2667322	2667708	-	1	1981	SSO2918	NP_344237	NA
2667810	2668310	+	1	1982	SSO2919	NP_344238	NA
2668480	2669973	+	1	1983	SSO2921	NP_344239	NA
2670385	2671350	+	1	1984	SSO2922	NP_344240	NA
2672370	2672780	+	1	1985	SSO2924	NP_344241	2672332
2673081	2673608	-	0	1986	SSO2925	NP_344242	NA
2673614	2674066	-	1	1986	SSO2927	NP_344243	NA
2674428	2674727	+	1	1987	SSO2928	NP_344244	NA
2674752	2675360	+	0	1987	SSO2929	NP_344245	NA
2675378	2675872	+	1	1988	SSO2930	NP_344246	NA
2675835	2676362	+	0	1988	SSO2931	NP_344247	NA
2676674	2677087	-	1	1989	SSO2933	NP_344248	NA
2677189	2678730	-	0	1990	SSO2934	NP_344249	NA
2678727	2680679	-	0	1990	SSO2936	NP_344250	NA
2680676	2681011	-	1	1990	SSO2937	NP_344251	2681069
2681354	2682670	-	1	1991	SSO2938	NP_344252	NA
2684189	2684917	-	1	1992	SSO2939	NP_344253	2684917
2684976	2685683	+	1	1993	SSO2940	NP_344254	2684976
2686213	2687079	-	1	1994	SSO2941	NP_344255	NA
2687185	2689239	+	1	1995	SSO2942	NP_344256	2687184
2689556	2690140	+	1	1996	SSO2943	NP_344257	NA
2690118	2691392	+	0	1996	SSO2944	NP_344258	NA
2691718	2692443	+	1	1997	SSO2946	NP_344259	2691718
2692952	2693479	-	0	1998	SSO2947	NP_344260	NA
2693485	2693937	-	1	1998	SSO2949	NP_344261	NA
2693997	2695070	-	1	1999	SSO2951	NP_344262	2695070
2694684	2695070	-	1	2000	NA	NA	2695082
2694984	2696084	+	1	2001	SSO2950	NP_344263	NA
2696579	2696983	+	1	2002	SSO2952	NP_344264	NA
2697813	2698394	+	1	2003	SSO2953	NP_344265	NA
2698865	2699365	-	1	2004	SSO2954	NP_344266	NA
2699421	2700587	-	1	2005	SSO2955	NP_344267	NA
2701002	2701235	-	1	2006	SSO11549	NP_344268	NA
2701376	2701960	-	1	2007	SSO2956	NP_344269	NA
2702086	2702340	+	1	2008	SSO11553	NP_344270	NA
2702681	2703064	+	1	2009	SSO2957	NP_344271	2702679
2703096	2703503	+	0	2009	SSO2958	NP_344272	NA
2703472	2703819	+	0	2009	SSO2959	NP_344273	NA
2703907	2704938	-	0	2010	SSO2960	NP_344274	NA
2704945	2706603	-	1	2010	SSO2962	NP_344275	2706603
2707149	2707325	-	0	2011	SSO11571	NP_344276	NA
2707414	2707995	-	1	2011	SSO2963	NP_344277	2707996
2708082	2708855	+	1	2012	SSO2964	NP_344278	NA
2708912	2709121	-	1	2013	SSO11575	NP_344279	2709123
2709181	2710980	+	1	2014	SSO2965	NP_344280	NA
2711059	2711817	-	0	2015	SSO2966	NP_344281	NA
2711847	2712287	-	1	2015	SSO2967	NP_344282	2712299
2712484	2712930	-	0	2016	SSO2968	NP_344283	NA
2712932	2713372	-	0	2016	SSO2969	NP_344284	NA
2713350	2714999	-	0	2016	SSO2970	NP_344285	2714846
2714884	2715642	-	1	2016	SSO2971	NP_344286	2715640
2715783	2716376	+	1	2017	SSO2972	NP_344287	2715783
2716493	2718865	+	1	2018	SSO2973	NP_344288	2716495
2718875	2719477	+	0	2018	SSO2975	NP_344289	NA
2719412	2719690	-	1	2019	NA	NA	2719690
2719813	2720220	+	1	2020	SSO2976	NP_344290	NA
2720217	2721179	-	1	2021	SSO2977	NP_344291	NA
2721225	2722325	-	1	2022	SSO2978	NP_344292	2722325
2722378	2723340	+	1	2023	SSO2979	NP_344293	NA
2723326	2723736	-	1	2024	SSO2980	NP_344294	NA
2723876	2724787	-	1	2025	SSO2981	NP_344295	NA
2724868	2725080	+	1	2026	SSO11614	NP_344296	NA
2725126	2726088	+	0	2026	SSO2982	NP_344297	NA
2726051	2727280	-	1	2027	SSO2983	NP_344298	2727296
2727468	2727986	+	1	2028	SSO2984	NP_344299	NA
2728217	2729182	-	1	2029	SSO2985	NP_344300	NA
2729405	2729707	-	1	2030	SSO2986	NP_344301	2729709
2730188	2730796	-	1	2031	SSO2987	NP_344302	2730798
2730848	2731819	+	1	2032	SSO2988	NP_344303	NA
2731824	2732801	-	1	2033	SSO2989	NP_344304	2732801
2732820	2733503	-	1	2034	SSO2990	NP_344305	NA
2733830	2734393	+	1	2035	SSO2991	NP_344306	NA
2734443	2734649	+	1	2036	SSO11637	NP_344307	2734443
2734689	2735147	+	1	2037	SSO2992	NP_344308	NA
2735108	2735701	+	0	2037	SSO2993	NP_344309	NA
2735717	2736394	+	1	2038	SSO2994	NP_344310	NA
2736391	2737575	-	1	2039	SSO2995	NP_344311	2737575
2737693	2738847	+	1	2040	SSO2996	NP_344312	2737693
2738911	2740170	-	1	2041	SSO2998	NP_344313	2740170
2740216	2741835	-	1	2042	SSO3000	NP_344314	2741838
2741925	2743337	-	1	2043	SSO3002	NP_344315	NA
2743532	2744632	-	1	2044	SSO3003	NP_344316	2744633
2744889	2745788	-	0	2045	SSO3004	NP_344317	NA
2745789	2748695	-	1	2045	SSO3006	NP_344318	2748695
2748748	2750541	+	1	2046	SSO3007	NP_344319	2748748
2750583	2751812	+	1	2047	SSO3008	NP_344320	2750583
2752144	2754315	+	1	2048	SSO3009	NP_344321	2752144
2754394	2755527	+	1	2049	SSO3010	NP_344322	NA
2755698	2756789	+	1	2050	SSO3011	NP_344323	2755707
2756764	2759355	-	1	2051	SSO3012	NP_344324	2759355
2759451	2760410	+	1	2052	SSO3013	NP_344325	2759451
2760407	2761441	-	1	2053	SSO3014	NP_344326	2761420
2761457	2761618	-	1	2054	NA	NA	2761630
2761902	2762969	+	1	2055	SSO3015	NP_344327	2761901
2762961	2763821	-	1	2056	SSO3016	NP_344328	NA
2764032	2765183	+	1	2057	SSO3017	NP_344329	NA
2765406	2766371	+	1	2058	SSO3018	NP_344330	NA
2766637	2768106	+	1	2059	SSO3019	NP_344331	2766637
2768103	2769890	-	1	2060	SSO3021	NP_344332	NA
2769914	2772109	-	1	2061	SSO3022	NP_344333	2772110
2772219	2772497	+	1	2062	SSO11734	NP_344334	NA
2772494	2773108	+	0	2062	SSO3023	NP_344335	NA
2773247	2773726	+	1	2063	SSO3025	NP_344336	NA
2773706	2774035	-	1	2064	SSO3026	NP_344337	NA
2774114	2775244	-	1	2065	SSO3027	NP_344338	NA
2775506	2776465	+	1	2066	SSO3028	NP_344339	NA
2777610	2778416	+	1	2067	SSO3029	NP_344340	2777608
2779045	2779344	-	0	2068	SSO3030	NP_344341	NA
2779296	2779475	-	0	2068	SSO11766	NP_344342	NA
2779559	2779981	-	1	2068	SSO3031	NP_344343	NA
2780329	2782593	-	1	2069	SSO3032	NP_344344	NA
2783209	2784174	+	1	2070	SSO3033	NP_344345	NA
2784328	2784903	-	1	2071	SSO3034	NP_344346	NA
2784953	2785861	+	1	2072	SSO3035	NP_344347	2784953
2785982	2787694	-	1	2073	SSO3036	NP_344348	2787696
2787812	2788291	+	1	2074	SSO3037	NP_344349	NA
2788619	2789539	+	1	2075	SSO3038	NP_344350	NA
2789622	2792033	-	1	2076	SSO3039	NP_344351	NA
2792118	2792975	+	1	2077	SSO3041	NP_344352	NA
2792972	2794132	+	0	2077	SSO3042	NP_344353	NA
2794177	2796309	-	1	2078	SSO3043	NP_344354	2796328
2796467	2797270	-	0	2079	SSO3045	NP_344355	NA
2797263	2798258	-	0	2079	SSO3046	NP_344356	NA
2798255	2799235	-	0	2079	SSO3047	NP_344357	NA
2799228	2800256	-	1	2079	SSO3048	NP_344358	NA
2800800	2801915	+	1	2080	SSO3049	NP_344359	NA
